id,original,source,no_of_#,no_of_@,no_of_urls,no_of_media,created_at,text,user_id,verified,no_of_tweets,description,geo_enabled,screen_name,followers,friends,rt,fav,tweet_geo,target_value
544513072006967297,True,Hootsuite,3,0,0,0,Mon Dec 15 15:23:27 +0000 2014,b'A number of people are being taken away on stretchers; some appear to be the hostages. #MartinPl #SydneySiege #9News',22993014,True,81154,True,False,9NewsAUS,139895,1163,104,43,False,0
544307040932601857,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 01:44:45 +0000 2014,b'BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS',292777349,False,21787,True,True,PzFeed,201908,3540,171,52,False,0
544285296565948416,True,TweetDeck,1,0,1,1,Mon Dec 15 00:18:21 +0000 2014,"b'BREAKING: Hostages taken in central #Sydney caf\\xe9, jihadist flag held against window http://t.co/7hJUmKz1eY http://t.co/TeK7ZjFHm6'",64643056,True,102584,True,False,RT_com,824420,460,814,123,False,0
544380980677857280,True,TweetDeck,0,1,1,1,Mon Dec 15 06:38:34 +0000 2014,b'Five Hostages Escape Sydney Cafe Siege \\u2014 Live Updates From @BuzzFeedOz http://t.co/LP6ciOWv59 http://t.co/XC6fJKCg4S',5695632,True,104513,True,True,BuzzFeed,1794143,2720,243,221,False,0
544383230091464704,True,TweetDeck,1,0,1,1,Mon Dec 15 06:47:30 +0000 2014,b'Hostage falls into policeman\\u2019s arms after being released http://t.co/csL4lAPffR #SydneySiege http://t.co/jfF7hivmol',1960878613,True,629,True,False,DailyMailAU,2062,136,233,130,False,0
544383383095508992,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 06:48:07 +0000 2014,b'BREAKING NEWS: GUNMAN DEMANDING TO SPEAK TO AUSTRALIAN PRIME MINISTER AND ALSO ASKING FOR AN ISLAMIC STATE FLAG TO BE BROUGHT TO LINDT CAFE.',292777349,False,21790,True,True,PzFeed,201982,3540,181,46,False,0
544296158206894081,True,TweetDeck,1,0,1,1,Mon Dec 15 01:01:31 +0000 2014,b'Breaking: Sydney On Lockdown as Dramatic Siege Unfolds http://t.co/Xpjpgbf2Pb #sydneysiege http://t.co/31KmD0zuIx',18510860,True,107305,True,False,MotherJones,464011,977,216,57,False,0
544384041391517697,True,TweetDeck,1,0,1,1,Mon Dec 15 06:50:44 +0000 2014,"b""Here's everything we know so far about the #sydneysiege. Dozens of hostages are being held. http://t.co/YqNdZrYJQQ http://t.co/rQJCIBxqsm""",7587032,True,120333,True,False,SkyNews,1732203,17,143,36,False,0
544338731210399744,True,TweetDeck,1,1,1,0,Mon Dec 15 03:50:41 +0000 2014,"b'Update: After price hikes, @Uber_Sydney says all rides will be free for passengers leaving #SydneySiege area http://t.co/rqCr89FK8V'",972651,True,124246,True,False,mashable,4814719,2778,179,60,False,0
544290780991725568,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 00:40:09 +0000 2014,"b""BREAKING NEWS: Alert of armed explosives at Sydney's Opera House. All airspace near the area has been closed and diverted.""",423662810,False,8302,True,False,TheAnonMessage,101548,308,198,41,False,0
544511676088066048,True,Hootsuite,1,0,1,1,Mon Dec 15 15:17:54 +0000 2014,"b'What we know about Sheikh Haron, the suspected hostage taker in #SydneySiege http://t.co/KUEe3Bl2tp http://t.co/ZRzH6vunkh'",14173315,True,44355,True,False,NBCNews,1955452,2894,128,37,False,0
544519788752818176,True,TweetDeck,1,0,1,0,Mon Dec 15 15:50:08 +0000 2014,b'#Sydneysiege ends with shootout leaving two dead and more injured http://t.co/vsG9BlxKOk',16343974,True,197907,True,True,Telegraph,745531,263,121,21,False,0
544319274072817664,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 02:33:22 +0000 2014,"b'Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air'",25777812,True,670,True,False,tomsteinfort,15056,389,140,58,False,0
544361776020586496,True,TweetDeck,1,0,1,0,Mon Dec 15 05:22:15 +0000 2014,b'NSW police: Police negotiators have had contact with hostage-taker in ongoing Sydney cafe siege. http://t.co/akfqcnbofX #sydneyseige',2097571,True,74290,True,False,cnni,2927203,385,117,37,False,0
544508995361202176,True,TweetDeck,4,0,0,0,Mon Dec 15 15:07:15 +0000 2014,b'#BREAKING: Another four or five hostages have escaped from the caf\\xe9 in #MartinPl. #SydneySiege #9News',171802941,True,64105,True,False,9NewsSyd,26063,1644,217,104,False,0
544289409294553088,True,iOS,3,0,0,1,Mon Dec 15 00:34:42 +0000 2014,b'Full statement from PM Abbott on #Sydneysiege #MartinPlace #Lindt. http://t.co/7ilKZGNBDz',25036511,True,96392,True,True,latikambourke,79481,2577,184,29,False,0
544517264054423552,True,Hootsuite,3,0,0,0,Mon Dec 15 15:40:07 +0000 2014,b'#BREAKING: Police have confirmed that the #SydneySiege is over. #9News',171802941,True,64126,True,False,9NewsSyd,26261,1644,677,275,False,0
544350985142173697,True,TweetDeck,0,0,2,1,Mon Dec 15 04:39:23 +0000 2014,b'Hostage situation ongoing in Sydney business district.\\n\\nLIVE: http://t.co/j1ljDbazOw\\nUPDATES: http://t.co/PD7pVfU9pQ http://t.co/KHoDrDWaeV',28785486,True,99525,True,False,ABC,3775887,860,241,82,False,0
544292146342531072,True,SocialFlow,1,0,1,1,Mon Dec 15 00:45:34 +0000 2014,b'Reports the #SydneySiege gunman wants to speak to Tony Abbott. http://t.co/HNY7NGZa9F http://t.co/wvVGxDFIYh',9609632,True,55186,True,False,australian,230531,395,146,19,False,0
544373504419069952,True,SkyNews Alerts - Breaking,1,0,0,0,Mon Dec 15 06:08:52 +0000 2014,b'Update - Five hostages have escaped from the Lindt cafe in Sydney and an unconfirmed number of hostages remain inside #sydneysiege',87416722,True,26919,True,False,SkyNewsBreak,1354075,6,100,28,False,0
544283387087691776,True,Twitter for iPhone,0,0,0,1,Mon Dec 15 00:10:46 +0000 2014,b'For those confused: gunmen have taken hostages in a Sydney cafe holding a Shahada flag (NOT THE SAME AS ISIS) http://t.co/i9VVwyqN1G',136191905,False,11188,True,False,ruckuslike,8936,364,150,72,False,0
544272134764122112,True,Twitter for iPhone,1,0,0,0,Sun Dec 14 23:26:03 +0000 2014,"b'Say a prayer for those being held hostage in the Lindt cafe in Martin Place, Sydney. #sydneysiege'",28287525,True,9577,True,True,BenFordham,64441,1034,207,206,False,0
544390017930383360,True,TweetDeck,0,1,0,0,Mon Dec 15 07:14:29 +0000 2014,"b'Hostages inside the siege have told Australia\'s @channelten that the gunman, calling himself ""The Brother"", has two bombs inside.'",1630896181,True,14085,True,True,vicenews,301637,390,101,22,False,0
544512691948498944,True,Twitter Web Client,0,0,1,0,Mon Dec 15 15:21:56 +0000 2014,b'Gunfire at Sydney cafe where hostages held; report says at least 1 person shot; more hostages flee http://t.co/Y62bZ2YYa5',428333,True,36655,True,False,cnnbrk,21714633,109,851,245,False,0
544445364322197504,True,TweetDeck,1,0,1,1,Mon Dec 15 10:54:24 +0000 2014,b'What does the black flag at #SydneySiege stand for? http://t.co/3shTK9yYOh http://t.co/UkVFUgetLd',742143,True,187153,True,False,BBCWorld,8174324,61,352,159,False,0
544351486956670976,True,Twitter for iPhone,1,0,0,0,Mon Dec 15 04:41:22 +0000 2014,b'Two came out front door of Lindt cafe. One out fire door. They had hands in the air. Appear to be safe. #sydneysiege',25210650,True,12370,True,True,lucethoughts,16015,1437,238,96,True,0
544490782183657474,True,Twitter Web Client,1,0,1,0,Mon Dec 15 13:54:53 +0000 2014,b'BREAKING: #SydneySiege gunman identified as local resident Man Monis - reports http://t.co/m51P8dUPhB',64643056,True,102593,True,False,RT_com,824535,460,126,38,False,0
544300674448887809,True,TweetDeck,3,0,1,0,Mon Dec 15 01:19:28 +0000 2014,b'The Lindt store refuses to be halal certified perhaps thats why they were targeted. #jihad #Sydney #hostagecrisis\\nhttp://t.co/gAEf9aHB8v',15669672,False,28765,True,True,PamelaGeller,52769,218,217,98,False,0
544346359948910592,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 04:21:00 +0000 2014,"b'Hearing about the hostage situation in Sydney, I hope everything calms soon, and no one is harmed'",439125710,True,6918,True,False,Ashton5SOS,3200952,9487,37264,69825,False,0
544315187608973312,True,TweetDeck,0,0,2,1,Mon Dec 15 02:17:08 +0000 2014,b'Sydney hostage situation.\\n\\nLIVE VIDEO: http://t.co/j1ljDbazOw\\nUPDATES: http://t.co/PD7pVfU9pQ http://t.co/wLddAhd47T',28785486,True,99528,True,False,ABC,3776053,860,225,68,False,0
544355924224532481,True,TweetDeck,0,1,0,1,Mon Dec 15 04:59:00 +0000 2014,b'JUST IN: Police: 3 people were able to run from Sydney cafe during ongoing hostage situation - @9NewsAUS http://t.co/wFfwbG9Gg6',28785486,True,99527,True,False,ABC,3776028,860,155,72,False,0
544273256174198785,True,TweetDeck,0,0,1,1,Sun Dec 14 23:30:31 +0000 2014,"b""Siege situation currently unfolding at Sydney's Martin Place. Updates here: http://t.co/mmOH7zakyB http://t.co/NMzcmpfeTx""",9609632,True,55209,True,False,australian,230780,395,593,99,False,0
544511199702822913,True,TweetDeck,1,0,0,0,Mon Dec 15 15:16:01 +0000 2014,b'POLICE MOVE IN: Police confirm live ammunition used in Martin Place #sydneysiege',156464691,True,29392,True,True,7NewsSydney,42209,397,106,41,False,0
544372257674788864,True,TweetDeck,0,1,0,1,Mon Dec 15 06:03:54 +0000 2014,b'JUST IN: 2 women have just run from Sydney cafe during ongoing hostage situation - @9NewsAUS http://t.co/n5vhI5DsZg',28785486,True,99530,True,False,ABC,3776269,860,330,178,False,0
544282355989753857,True,TweetDeck,0,0,2,0,Mon Dec 15 00:06:40 +0000 2014,"b'BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag http://t.co/zmSo3ARDVs http://t.co/QHajosoOPW'",292777349,False,21790,True,True,PzFeed,201986,3540,180,28,False,0
544367010894086145,True,TweetAdder v4,0,0,1,0,Mon Dec 15 05:43:03 +0000 2014,b'Uber reaches 4.0x surge pricing as Sydney faces hostage lockdown  http://t.co/8OCDETqYKE',1578821227,False,25799,True,True,charlesmilander,129077,11864,107,1,False,0
544316814856306688,True,TweetDeck,2,0,1,1,Mon Dec 15 02:23:36 +0000 2014,b'Construction workers gather in front of #Sydney Opera House after evacuation: http://t.co/z9JrtJ2IN3 #sydneysiege http://t.co/9FphFGenb6',5402612,True,22389,True,False,BBCBreaking,12525390,3,580,197,False,0
544285712653500419,True,Breaking News +,0,1,1,0,Mon Dec 15 00:20:00 +0000 2014,"b""Major landmarks in Sydney evacuated as police respond to hostage situation at caf\\xe9 in city's Martin Place - @BBCNews http://t.co/iOwVqexN9m""",6017542,True,88637,True,True,BreakingNews,7124913,505,479,79,False,0
544373676842311681,True,Twitter Web Client,1,0,1,0,Mon Dec 15 06:09:33 +0000 2014,b'WATCH: The moment two women escaped the #sydneysiege.\\nhttps://t.co/WeFAZGu5Fm',16834659,True,114454,True,False,SkyNewsAust,150843,84767,382,141,False,0
544374563539140608,True,TweetDeck,1,1,1,0,Mon Dec 15 06:13:04 +0000 2014,b'Another hostage flees the scene of the #sydneysiege | https://t.co/OFlGOOJheJ | Courtesy @9NewsAUS',2768501,True,141682,True,True,abcnews,489721,1063,242,79,False,0
544471469527691264,True,Twitter for iPad,1,0,1,0,Mon Dec 15 12:38:08 +0000 2014,b'#sydneyseige Gunman wants to talk to PM Abbott http://t.co/2WyVdAoJET',49649077,False,2425,True,True,mohitfreedom,226419,1058,386,133,False,0
544273459199893505,True,TweetDeck,0,0,0,1,Sun Dec 14 23:31:19 +0000 2014,b'SYDNEY HOSTAGE CRISIS: http://t.co/HFW40OyVUz',292777349,False,21817,True,True,PzFeed,201994,3339,173,42,False,0
544292670336925696,True,Twitter for iPhone,2,0,0,0,Mon Dec 15 00:47:39 +0000 2014,b'UPDATE: 13 hostages inside Sydney coffee shop near Sydney Opera House; Abbott will deliver a statement shortly. #ISISAttacks #sydneyseige',423662810,False,8302,True,False,TheAnonMessage,101549,308,138,43,False,0
544478708741201920,True,SocialFlow,0,0,1,0,Mon Dec 15 13:06:54 +0000 2014,b'At least five people have been released or escaped from a Sydney cafe where an armed man is holding hostages: http://t.co/b0e9piKyqm',1652541,True,112862,True,False,Reuters,5637015,1043,139,51,False,0
544307028815253504,True,SocialFlow,1,0,1,0,Mon Dec 15 01:44:43 +0000 2014,b'The CEO of Lindt says there are around 50 people holed up in the cafe in central Sydney #sydneysiege http://t.co/sUKKYMk08y',5402612,True,22388,True,False,BBCBreaking,12524483,3,1395,276,False,0
544298376851111936,True,Twitter Web Client,0,0,1,0,Mon Dec 15 01:10:20 +0000 2014,b'If you want to follow the hostage situation in Sydney: http://t.co/wPRiPQpSBX',15220768,True,34765,True,True,DavidCornDC,173986,944,103,32,False,0
544288799711592448,True,Hootsuite,0,0,1,0,Mon Dec 15 00:32:16 +0000 2014,b'Hostages taken in Sydney cafe as Islamic flag is reportedly flown http://t.co/OD9gOTGh2w',34713362,True,86592,True,False,business,1876213,637,129,21,False,0
544391085150457856,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 07:18:43 +0000 2014,b'BREAKING NEWS: A SIXTH HOSTAGE HAS NOW ESCAPED FROM THE CAFE IN SYDNEY.',292777349,False,21794,True,True,PzFeed,202028,3540,110,70,False,0
544270745744846848,True,Tweetbot for iΟS,0,1,0,1,Sun Dec 14 23:20:32 +0000 2014,"b'RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/CRqVuAd0PN'",14401607,False,147976,True,False,BlogsofWar,69745,2876,171,20,False,0
544511558173601792,True,GroupTweet,1,2,0,1,Mon Dec 15 15:17:26 +0000 2014,b'BREAKING @SkyBusiness : multiple gunshots fired into Lindt cafe #sydneysiege http://t.co/ZuJMZKfJKT (@carsonscottLIVE)',16834659,True,114437,True,False,SkyNewsAust,150293,84767,182,26,False,0
544321934410788865,True,Twitter Web Client,0,1,1,0,Mon Dec 15 02:43:56 +0000 2014,b'Uber Is Allegedly Charging Passengers $100 Minimum During Sydney Siege http://t.co/6GYtqylMUt via @braddybb',1855737487,True,6393,True,True,BuzzFeedOz,15343,753,138,22,False,0
544512664769396736,True,Twitter Web Client,2,0,1,1,Mon Dec 15 15:21:50 +0000 2014,"b'BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f'",64643056,True,102603,True,False,RT_com,824634,460,269,61,False,0
544359578612559872,True,Hootsuite,1,0,0,1,Mon Dec 15 05:13:31 +0000 2014,b'UPDATE: Police confirm they have made contact with the gunman. There are no reported injuries. #9News http://t.co/nZWY5ZyWBe',171802941,True,64167,True,False,9NewsSyd,26669,1644,147,55,False,0
544291829290508289,True,TweetDeck,1,0,1,1,Mon Dec 15 00:44:19 +0000 2014,b'JUST IN: Gunman in #Sydney cafe siege says he has devices all over city: Report http://t.co/FlxRZYOxWA http://t.co/ppOgJw4ynX',37874853,True,131138,True,True,STcom,376005,80,360,47,False,0
544280739290677249,True,Twitter Web Client,0,1,1,1,Mon Dec 15 00:00:15 +0000 2014,"b""RT @australian: Siege situation currently unfolding at Sydney's Martin Place. Updates here: http://t.co/YqJWqhN5rR http://t.co/bBPh9ds8H1""",2869804885,False,619,True,False,HalloweenHaute,47,40,217,0,False,0
544422678119981056,True,Twitter for iPhone,1,0,0,1,Mon Dec 15 09:24:16 +0000 2014,b'Tomorrow the exclusion zone will stay in place in Sydney - if you work in the area please stay at home. #sydneysiege http://t.co/LMonvzQWIZ',109234928,True,3306,True,True,Andrew_Denney,1147,1164,180,48,False,0
544329204314406912,True,Twitter Web Client,0,0,1,0,Mon Dec 15 03:12:50 +0000 2014,"b'Authorities have not yet had direct contact with the hostage taker at a Sydney caf\\xe9, official says. http://t.co/02SVSxOrFt'",428333,True,36663,True,False,cnnbrk,21720848,109,461,196,False,0
544289880805605376,True,TweetDeck,1,0,1,1,Mon Dec 15 00:36:34 +0000 2014,"b""The PM's office releases a statement about  #sydneysiege. http://t.co/7NdqPYhwcY http://t.co/jeYdlwywO7""",2768501,True,141687,True,True,abcnews,490028,1063,572,194,False,0
544355218251452416,True,TweetDeck,1,0,1,1,Mon Dec 15 04:56:12 +0000 2014,b'NSW Police confirm three people have emerged from the Lindt cafe in Martin Place #sydneysiege http://t.co/4MUc9ivwbK http://t.co/ZoZyJnkANL',2768501,True,141682,True,True,abcnews,489696,1063,152,59,False,0
544326741674967042,True,TweetDeck,0,0,1,1,Mon Dec 15 03:03:02 +0000 2014,b'Uber criticized for \\u201coff the charts\\u201d surge pricing during hostage crisis in Australia. http://t.co/OgTn7iAO1W http://t.co/qdX0m3uzWc',14940354,True,71927,True,True,nycjim,152634,1624,100,19,False,0
544512398628241408,True,SocialFlow,0,0,0,0,Mon Dec 15 15:20:47 +0000 2014,b'BREAKING: Heavily armed police storm Sydney cafe where gunman has been holding hostages.',51241574,True,96005,True,False,AP,4449247,7357,618,131,False,0
544379489263042561,True,TweetDeck,1,1,2,0,Mon Dec 15 06:32:38 +0000 2014,"b'#sydneysiege Update:\\n\\n-5 hostages have escaped\\n-""No one has been injured\\u201d per @nswpolice \\n\\nhttp://t.co/aFHirytbFH\\n\\nhttps://t.co/Byh8670MfK'",1020058453,True,37346,True,False,BuzzFeedNews,188033,4737,429,285,False,0
544277117039837184,True,GroupTweet,0,1,0,0,Sun Dec 14 23:45:51 +0000 2014,b'Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: \\u2018There is no God but Allah and Muhammad is the messenger of God\\u2019 (@liztilley84)',16834659,True,114484,True,False,SkyNewsAust,150995,85683,390,48,False,0
544268732046913536,True,Sky News Aust Breaking News,1,0,0,0,Sun Dec 14 23:12:32 +0000 2014,"b""#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.""",16834659,True,114484,True,False,SkyNewsAust,150994,85683,108,9,False,0
544519245087121408,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 15:47:59 +0000 2014,b'BREAKING NEWS: 2 PEOPLE HAVE DIED AND 5 PEOPLE BEING TREATED BY PARAMEDICS IN SYDNEY. SKY NEWS',292777349,False,21775,True,True,PzFeed,201693,3540,164,2,False,0
544520273718812672,True,Twitter for iPhone,1,0,0,1,Mon Dec 15 15:52:04 +0000 2014,b'Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT',100629223,True,34310,True,True,Angus_OL,90208,623,110,133,False,0
544268186292867072,True,TweetDeck,0,0,1,0,Sun Dec 14 23:10:22 +0000 2014,"b'BREAKING: Gunman takes hostages in cafe in Martin Place, Sydney  http://t.co/vj8G6m6VYs'",1960878613,True,634,True,False,DailyMailAU,2114,136,149,12,False,0
544321103875694593,True,Twitter Web Client,2,1,1,1,Mon Dec 15 02:40:38 +0000 2014,b'MT @mashable #Uber intros surge pricing during #sydneysiege - http://t.co/ypP0wMtOON http://t.co/kbPubroomX',17919393,False,31758,True,True,W7VOA,35028,2169,140,29,False,0
544277526248304640,True,TweetDeck,0,0,0,1,Sun Dec 14 23:47:29 +0000 2014,"b'This is flag currently held in Sydney window, a garden-variety Islamist flag. Therefore, doesn\\u2019t tell us anything yet http://t.co/DgC6wIsE47'",15400294,False,63156,True,False,azelin,17530,418,469,123,False,0
544277113683980288,True,Twitter Web Client,0,1,0,0,Sun Dec 14 23:45:50 +0000 2014,b'Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: \\u2018There is no God but Allah and Muhammad is the messenger of God\\u2019 @SkyNewsAust',1269181292,True,1556,True,True,liztilley84,1679,1327,183,29,False,0
544287796719288321,True,SocialFlow,0,0,1,1,Mon Dec 15 00:28:17 +0000 2014,b'More from Sydney: Opera House evacuated; siege continuing; local media reports 13 hostages http://t.co/cLBDtGBY4R http://t.co/Eoqk6KfEWt',18424289,True,51855,True,False,AJENews,689895,359,250,37,False,0
544454229960974336,True,Twitter Web Client,2,0,1,1,Mon Dec 15 11:29:38 +0000 2014,b'A gunman holding hostages in a Sydney cafe is said to be demanding an #ISIS flag http://t.co/39zCkBTOvF #sydneysiege http://t.co/Z8QH4xssOc',759251,True,53004,True,False,CNN,15092622,1021,2099,952,False,0
544385829180035072,True,TweetDeck,3,0,1,1,Mon Dec 15 06:57:50 +0000 2014,"b'BREAKING UPDATE: Gunman demands to speak to #Abbott, asks to bring him #ISIS flag http://t.co/1ZlzKDjvSf #SydneySiege http://t.co/L4GhXZUE2p'",64643056,True,102608,True,False,RT_com,824728,460,265,80,False,0
544356997718900736,True,TweetDeck,1,0,1,0,Mon Dec 15 05:03:16 +0000 2014,b'3 people run out of Sydney cafe where hostages are being held. http://t.co/eY2FWZsK7C #sydneysiege',428333,True,36660,True,False,cnnbrk,21720160,109,724,418,False,0
544374871812472832,True,Twitter Web Client,1,0,1,1,Mon Dec 15 06:14:18 +0000 2014,b'Black flag held by #Sydneysiege hostages bears Islamic message of faith http://t.co/rEpn2Mt4UC (PHOTO: AP/Channel 7) http://t.co/U9sqDmwt4w',1367531,True,188596,True,False,FoxNews,4637013,382,232,108,False,0
544407157077467136,True,Twitter Web Client,1,0,0,0,Mon Dec 15 08:22:35 +0000 2014,"b'An #ISIS ""lonewolf"" has taken around 30 people hostage in a Sydney and demanded to talk to the PM, according to Australian media reports.'",16589206,True,34087,True,False,wikileaks,2434098,5169,119,39,False,0
544377700677615616,True,SocialFlow,1,0,1,1,Mon Dec 15 06:25:32 +0000 2014,b'Total number of people who have left the cafe in Sydney up to 5. The latest: http://t.co/Nl3BNlFidA #SydneySiege http://t.co/TgZkYFNlR9',3108351,True,102067,True,True,WSJ,5446393,968,325,135,False,0
544288135564107776,True,Twitter for Websites,1,0,1,0,Mon Dec 15 00:29:38 +0000 2014,"b""LIVE: 'Islamists' take 20 hostages in Sydney cafe siege http://t.co/J4NEmb5jPx #sydneysiege""",16343974,True,197906,True,True,Telegraph,745536,263,215,32,False,0
544302448522035202,True,Hootsuite,3,0,0,0,Mon Dec 15 01:26:31 +0000 2014,b'#BREAKING One man has been arrested and people are being evacuated from the building #sydneysiege #martinplace',129673790,True,43036,True,False,ABCNews24,169840,1421,264,56,False,0
544491160803106816,True,TweetDeck,2,0,1,0,Mon Dec 15 13:56:23 +0000 2014,b'Radical Muslim cleric Sheik Man Haron Monis has been revealed as the gunman behind #SydneySiege: http://t.co/7Q4Vnj6EOb #9News',171802941,True,64093,True,False,9NewsSyd,25914,1644,175,49,False,0
544391063742332928,True,Twitter Web Client,1,0,1,1,Mon Dec 15 07:18:38 +0000 2014,"b'LIVE: 5 hostages escape #sydneysiege, many still in captivity \\nSee:http://t.co/mHOg6GV1pk http://t.co/8wCPPye3d9'",2581857086,False,4131,True,False,Newsroompostcom,6144,5598,222,74,False,0
544443739800731648,True,Twitter Web Client,1,0,0,1,Mon Dec 15 10:47:57 +0000 2014,b'I hope for everyones sake that this is fake but please just be careful if you live in or close to Sydney #sydneysiege http://t.co/NxwDSFVxqQ',464311706,False,4371,True,False,Brianac5sos,965,2003,412,183,False,0
544379366474403840,True,Twitter Web Client,0,0,0,1,Mon Dec 15 06:32:09 +0000 2014,b'A woman runs to police from cafe in Sydney during hostage crisis http://t.co/xbLHYWGSdc',868112707,False,4467,True,False,AFPphoto,33419,240,315,107,False,0
544376732649013248,True,SocialFlow,1,0,1,0,Mon Dec 15 06:21:41 +0000 2014,b'TV pictures show two more people emerging from Sydney Lindt caf\\xe9 -- they appear to be staff members #sydneysiege http://t.co/bIXelwv03X',5402612,True,22389,True,False,BBCBreaking,12525184,3,300,193,False,0
544334554631536640,True,SocialFlow,0,0,1,1,Mon Dec 15 03:34:05 +0000 2014,"b'Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/UiqFQ372Ae http://t.co/LDeKQuLYcx'",1652541,True,112888,True,False,Reuters,5638775,1043,732,171,False,0
544274757689307136,True,Twitter Web Client,0,0,0,1,Sun Dec 14 23:36:29 +0000 2014,b'Sydney Australia: Not technically ISIS flag but Shahadah flag with Islamic creed on it. Commonly used by militants: http://t.co/s7kg2wSrlQ',1056552596,False,26467,True,False,CaliphateCop,2508,1531,252,50,False,0
544289311504355328,True,Photos on iOS,0,0,0,1,Mon Dec 15 00:34:18 +0000 2014,b'Statement from Prime Minister Tony Abbott on Sydney hostage situation. http://t.co/MHkNRZFQWB',74361628,True,12209,True,False,Simon_Cullen,19266,679,211,45,False,0
544384498947719169,True,Twitter for iPad,0,0,0,0,Mon Dec 15 06:52:33 +0000 2014,"b'Let us condemn the""Sydney cafe seize""&amp; pray for the safe return of hostages. Let\'s unite to prevent such acts of violence across the world'",2183816041,True,707,True,False,arunjaitley,1313292,161,205,223,False,0
544297950134816768,True,TweetDeck,1,0,1,1,Mon Dec 15 01:08:38 +0000 2014,b'A picture of the gunman inside Lindt cafe at Martin Place. Updates: http://t.co/mmOH7zakyB #SydneySiege http://t.co/jqHrcjlseq',9609632,True,55191,True,False,australian,230648,395,226,51,False,0
544301453717041152,True,Twitter for iPhone,0,0,0,0,Mon Dec 15 01:22:33 +0000 2014,b'BREAKING UPDATE: Gunman says four devices are located around Sydney. Security response underway. Police calling for calm. 9News',292777349,False,21791,True,True,PzFeed,202003,3540,338,66,False,0
544286537299787777,True,Twitter for iPhone,0,1,0,0,Mon Dec 15 00:23:17 +0000 2014,"b'Heya @espn can you put ""Hostage crisis in Sydney. Islamist flag held in window"" on your crawl so Obama sees it? Thanks.'",393469195,False,102373,True,True,redsteeze,15432,1470,260,182,False,0
544306719686656000,True,Twitter for iPhone,1,0,0,0,Mon Dec 15 01:43:29 +0000 2014,"b'US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".'",14460241,True,20351,True,True,WilliamsJon,34994,250,245,69,True,0
544300945820352512,True,Hootsuite,1,0,0,0,Mon Dec 15 01:20:32 +0000 2014,b'UPDATE: Reports gunman says four devices are located around Sydney. Security response underway. Police calling for calm. #9News',171802941,True,64177,True,False,9NewsSyd,26781,1644,244,50,False,0
544492209861836800,True,Breaking News +,0,1,1,0,Mon Dec 15 14:00:33 +0000 2014,b'Hostage taker in Sydney cafe siege named by police as Iranian refugee Haron Monis - @ReutersIndia http://t.co/sTL36g9TzG',6017542,True,88633,True,True,BreakingNews,7124807,505,218,44,False,0
544519594438696961,True,TweetDeck,2,0,0,1,Mon Dec 15 15:49:22 +0000 2014,b'No word yet on the whereabouts of gunman Man Monis.  #SydneySiege #9News http://t.co/EqqeSpmIHg',22993014,True,81162,True,False,9NewsAUS,140083,1163,131,50,False,0
544296007589433344,True,TweetDeck,0,0,1,0,Mon Dec 15 01:00:55 +0000 2014,"b'Police: Operation dealing with ""armed incident"" in Sydney\'s Martin Place; people nearby urged to shelter in place - http://t.co/iqgdmiCDNh'",28785486,True,99535,True,False,ABC,3775844,860,127,34,False,0
544273427075710976,True,TweetDeck,0,1,0,0,Sun Dec 14 23:31:11 +0000 2014,"b'Reports from Sydney, Australia, that a cafe is being held up, ISIS flag displayed, hostages at window. See @morningshowon7 tweets'",17004618,True,18724,True,True,NickKristof,1532440,917,161,22,False,0
544287252306997249,True,Twitter Web Client,1,0,0,0,Mon Dec 15 00:26:07 +0000 2014,"b""#BREAKING Australian police say responding to 'incident' at Sydney Opera House""",380648579,True,63132,True,False,AFP,282261,486,134,17,False,0
544380742076088320,True,Twitter for iPhone,1,1,0,1,Mon Dec 15 06:37:37 +0000 2014,"b'This is shot that captures the #sydneysiege: sheer terror/relief of escaped hostages, incredible work of @nswpolice http://t.co/iCffJZ9NuZ'",22724717,False,8721,True,False,carolinemarcus,4931,659,441,267,False,0
